EventID=1001 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.637303
EventID=1025 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639073
EventID=1026 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639082
EventID=1027 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639091
EventID=1028 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639100
EventID=1029 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639108
EventID=1030 | Status=FAILURE | Hub=West | Timestamp=2026-03-23 10:56:42.639117
EventID=1031 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639125
EventID=1032 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639134
EventID=1033 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639142
EventID=1034 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639151
EventID=1035 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639160
EventID=1036 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639169
EventID=1037 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639177
EventID=1038 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639186
EventID=1039 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639194
EventID=1040 | Status=FAILURE | Hub=West | Timestamp=2026-03-23 10:56:42.639203
EventID=1041 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639211
EventID=1042 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639220
EventID=1043 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639229
EventID=1044 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639237
EventID=1045 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639246
EventID=1046 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639254
EventID=1047 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639263
EventID=1048 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639271
EventID=1049 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639280
EventID=1050 | Status=FAILURE | Hub=West | Timestamp=2026-03-23 10:56:42.639298
EventID=1051 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639308
EventID=1052 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639317
EventID=1053 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639325
EventID=1054 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639334
EventID=1055 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639343
EventID=1056 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639351
EventID=1057 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639360
EventID=1058 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639440
EventID=1059 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639450
EventID=1060 | Status=FAILURE | Hub=West | Timestamp=2026-03-23 10:56:42.639458
EventID=1061 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639467
EventID=1062 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639475
EventID=1063 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639489
EventID=1064 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639638
EventID=1065 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639647
EventID=1066 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639656
EventID=1067 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639665
EventID=1068 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639674
EventID=1069 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639682
EventID=1070 | Status=FAILURE | Hub=West | Timestamp=2026-03-23 10:56:42.639690
EventID=1071 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639699
EventID=1072 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639707
EventID=1073 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639716
EventID=1074 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639724
EventID=1075 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639733
EventID=1076 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639741
EventID=1077 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639749
EventID=1078 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639760
EventID=1079 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639769
EventID=1080 | Status=FAILURE | Hub=West | Timestamp=2026-03-23 10:56:42.639777
EventID=1081 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639786
EventID=1082 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639803
EventID=1083 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639813
EventID=1084 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639821
EventID=1085 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639830
EventID=1086 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639838
EventID=1087 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639846
EventID=1088 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639855
EventID=1089 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639863
EventID=1090 | Status=FAILURE | Hub=West | Timestamp=2026-03-23 10:56:42.639872
EventID=1091 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639880
EventID=1092 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639888
EventID=1093 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639897
EventID=1094 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639906
EventID=1095 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639914
EventID=1096 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639923
EventID=1097 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639931
EventID=1098 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639939
EventID=1099 | Status=SUCCESS | Hub=West | Timestamp=2026-03-23 10:56:42.639948
EventID=1100 | Status=FAILURE | Hub=West | Timestamp=2026-03-23 10:56:42.639956
